Auction Date,Branch Name,Stock Number,Year,Make,Model,Series Name,Current Bid,Title/Sale Document,Public,Primary Damage,Secondary Damage,Loss Type,New Inventory Time,Timed Auction,Vehicle Type,Vehicle Subtype,Odometer,ODO Status,Start Code,Air Bags,Key,Exterior Color,Interior Color,Engine,Fuel Type,Cylinders,Vin#,Market,Transmission Type,Seller,Drive Line Type,Body Style,Country of Origin,Offsite,Lane,Run,Aisle,Stall,Seller Type,ACV,Region
"Fri Oct 10, 12:30pm CDT",Anchorage,43220224,1998,ACURA,RL,3.5,$325 USD,Bill Of Sale,YES,Front End,None,Collision,"Fri Oct 10, 1:14am CDT",NO,Automobiles,,"117,868 mi",Not Required/Exempt,Stationary,Intact Airbags,Key Available,White,,"3.5L V-6 , 210HP",Gasoline,6 Cyl,JH4KA9661WC010273,IAA United States,Automatic,Geico Insurance,Front Wheel Drive,Sedan,Japan,YES,A,149,"FB ",1,Insurance,"$4,516 USD",West
"Fri Oct 10, 12:30pm CDT",Anchorage,43025085,2012,AUDI,Q5,2.0T PREMIUM,$50 USD,Clear,YES,Normal Wear & Tear,,,"Fri Oct 10, 1:06am CDT",NO,SUVs,,"134,922 mi",,Starts,Intact Airbags,Key Available,Blue,,"2.0L I-4 DI, DOHC, VVT, turbo, 211HP",Gasoline,4 Cyl,WA1LFAFP5CA035860,IAA United States,Automatic,,All-Wheel Drive,Sport Utility,Germany,NO,A,107,"J  ",30,Non-Insurance,"$3,225 USD",West
"Fri Oct 10, 12:30pm CDT",Anchorage,42248354,2002,AUDI,S4,2.7T,,Bill Of Sale,YES,Front End,,Collision,"Fri Oct 10, 1am CDT",NO,Automobiles,,"178,765 mi",Not Required/Exempt,Stationary,Deployed Airbags,Key Available,Silver,Black,"2.7L V-6 DOHC, VVT, turbo, 250HP",Gasoline,6 Cyl,WAURD68D42A001300,IAA United States,Automatic,State Farm Group Insurance,All-Wheel Drive,Sedan,Germany,NO,A,8,"J  ",4,Insurance,"$4,850 USD",West
"Fri Oct 10, 12:30pm CDT",Anchorage,43173078,1998,BUICK,PARK AVENUE,ULTRA CMI,,Clear,YES,Front End,,Other,"Fri Oct 10, 1:11am CDT",NO,Automobiles,,"233,118 mi",,Stationary,Intact Airbags,Key Available,White,,"3.8L V-6 supercharger, 240HP",Gasoline,6 Cyl,1G4CU5218W4647750,IAA United States,Automatic,,Front Wheel Drive,Sedan,United States,NO,A,81,"J  ",7,Non-Insurance,$525 USD,West
"Fri Oct 10, 12:30pm CDT",Anchorage,42767829,1995,CADILLAC,DEVILLE," ",$25 USD,Bill Of Sale,YES,Rear,,Other,"Fri Oct 10, 1:02am CDT",NO,Classics,,"47,981 mi",,Run & Drive,Intact Airbags,Key Available,Silver,,4.9L V8 FI OHV 16V F2,Gasoline,8 Cyl,1G6KD52B6SU229046,IAA United States,Automatic,Charitable Adult Rides & Services,Front Wheel Drive,Sedan 4 Door,United States,NO,A,73,"J  ",35,Non-Insurance,$500 USD,West
"Fri Oct 10, 12:30pm CDT",Anchorage,43208746,1997,CHEVROLET,BLAZER,LS,,Clear,YES,Rear,,Other,"Fri Oct 10, 1:13am CDT",NO,SUVs,,"196,449 mi",,Stationary,Intact Airbags,Key Available,Green,,4.3L V-6 190HP,Gasoline,6 Cyl,1GNDT13W4VK215480,IAA United States,Automatic,,Four Wheel Drive,Utility,United States,NO,A,60,"J  ",21,Non-Insurance,$750 USD,West
"Fri Oct 10, 12:30pm CDT",Anchorage,42966056,2013,CHEVROLET,EQUINOX,1LT,,Bill Of Sale,YES,Front End,,Collision,"Fri Oct 10, 1:05am CDT",NO,SUVs,,1 mi,Inoperable Digital Dash,Run & Drive,Deployed Airbags,Key Available,Black,Black,"2.4L I-4 DI, DOHC, VVT, 182HP",Gasoline,4 Cyl,2GNALDEK2D6312449,IAA United States,Automatic,State Farm Group Insurance,Front Wheel Drive,Utility,Canada,YES,A,39,"JU ",1,Insurance,"$10,125 USD",West
"Fri Oct 10, 12:30pm CDT",Anchorage,43282297,1993,CHEVROLET,GMT-400,C1500,$675 USD,Bill Of Sale,YES,Front End,,Collision,"Fri Oct 10, 1:17am CDT",NO,Classics,,"183,475 mi",Not Required/Exempt,Run & Drive,Intact Airbags,Key Available,Blue,Blue,5.7L V8 FI OHV 16V F2,Gasoline,8 Cyl,1GCDC14K0PZ213871,IAA United States,Automatic,State Farm Group Insurance,Rear Wheel Drive,Pickup 2 Door,United States,NO,A,40,"J  ",12,Insurance,"$8,371 USD",West
"Fri Oct 10, 12:30pm CDT",Anchorage,43125276,2009,CHEVROLET,HHR,LT,,Clear,YES,Right Front,,Other,"Fri Oct 10, 1:09am CDT",NO,Automobiles,,"385,130 mi",,Stationary,Intact Airbags,Key Available,Blue,,"2.4L I-4 DOHC, VVT, 172HP",Flexible Fuel,4 Cyl,3GNCA53V09S529833,IAA United States,Automatic,,Front Wheel Drive,Utility,Mexico,NO,A,62,"L  ",1,Non-Insurance,"$1,125 USD",West
"Fri Oct 10, 12:30pm CDT",Anchorage,43236163,2000,CHEVROLET,IMPALA," ",,Clear,YES,Left Side,,Other,"Fri Oct 10, 1:15am CDT",NO,Automobiles,,"217,831 mi",,Run & Drive,Intact Airbags,Key Available,Green,,3.8L V-6 200HP,Gasoline,6 Cyl,2G1WF55K1Y9299945,IAA United States,Automatic,,Front Wheel Drive,Sedan,Canada,NO,A,3,"L  ",9,Non-Insurance,$500 USD,West
